chunk_id,user_id,cutDirDeviation_mean,cutDirDeviation_std,cutDirDeviation_min,cutDirDeviation_max,cutDistanceToCenter_mean,cutDistanceToCenter_std,cutDistanceToCenter_min,cutDistanceToCenter_max,wasCutTooSoon_mean,wasCutTooSoon_std,beforeCutRating_mean,beforeCutRating_std,beforeCutRating_min,beforeCutRating_max,afterCutRating_mean,afterCutRating_std,afterCutRating_min,afterCutRating_max,saberSpeed_mean,saberSpeed_std,saberSpeed_min,saberSpeed_max,cutAngle_mean,cutAngle_std,cutAngle_min,cutAngle_max
chunk1,000e442d-3b3c-4159-b545-e59d32f3936d,4.742143553962353e-17,1.0000004634172621,-8.739473510245933,14.623598922386249,-7.059060108608472e-18,1.0000004634172621,-3.497249103832494,3.0557579563239043,-4.9868573402843555e-17,1.0000004634172621,-9.793189957292958e-18,1.0000004634172621,-4.247822122819332,1.1776428396109937,-1.4657150726084433e-16,1.0000004634172621,-4.591072151587146,5.734921404982682,1.0834448823768426e-16,1.0000004634172621,-7.0026058011438455,8.323124801988607,2.7302163015124652e-17,1.0000004634172621,-2.5911538763982382,3.786285499708453
chunk1,0010b651-5a4a-4fbe-8ecb-637ec520e81a,5.593120195938682e-18,1.000004920037097,-7.096412011770085,9.012908919462117,-3.4739123806954274e-17,1.000004920037097,-3.433475029821337,3.8869580001100736,-6.428257788748204e-17,1.000004920037097,4.356182778710971e-18,1.000004920037097,-5.416038809738546,1.4055203279593838,-2.0885021889514973e-16,1.000004920037097,-4.357049195290916,4.372069585577724,1.1204566402187803e-16,1.000004920037097,-5.466818807666867,5.781884530194194,7.346435969260991e-17,1.000004920037097,-3.503806906831542,5.124162067529899
chunk1,00112a1a-cd99-4266-9bb2-4de356fa3c44,3.0042766160834483e-17,1.0000077492647885,-6.685964574013838,12.007912099441873,1.328867600573452e-17,1.0000077492647885,-2.538842969547418,3.48861176078707,-7.494345247051237e-17,1.0000077492647885,4.101887185040855e-17,1.0000077492647885,-3.811660592487281,1.0782970370952214,2.980832590370884e-18,1.0000077492647885,-4.2320776958273205,3.161113276932495,1.9712769216586498e-17,1.0000077492647885,-2.6650806461129446,3.931563174317424,1.2508054474347545e-16,1.0000077492647887,-2.193094590496772,4.582113190546483
chunk1,00112c08-296f-404c-b9a9-f38138e89312,5.327046144847694e-18,1.0000026153192323,-14.71968080744638,7.815440842136339,6.467280533467697e-18,1.0000026153192323,-3.129830928849829,4.231405985976687,-4.6634047599152054e-17,1.0000026153192323,-2.0370420191309244e-17,1.0000026153192323,-6.399132701313301,1.430958803604416,-1.1443806954877126e-16,1.0000026153192323,-4.295103715897167,3.331287740064121,2.1009399325571142e-16,1.0000026153192323,-4.42498724528046,11.20859667391558,4.731667837268035e-17,1.0000026153192323,-3.192022775700877,6.582106212910364
chunk1,001370ea-9de4-4ec0-baf2-2c6e2b40c23e,-3.010663613836454e-17,1.000294247468484,-2.376802159465072,3.336234162001805,1.3714519715957817e-17,1.0002942474684837,-2.416701685134708,2.6507099766281077,-4.858858413653626e-17,1.0002942474684837,1.164101494937848e-16,1.000294247468484,-3.4089685338055293,0.8928466000696915,-2.938825653419532e-17,1.000294247468484,-2.6338251548761984,1.8832767562470167,-1.076426529610832e-16,1.0002942474684837,-2.408930818753875,2.1639085082343,5.329070518200751e-17,1.0002942474684837,-2.851399229969076,4.891428873478198
chunk1,00137761-915a-4218-b3c1-0c30f55a31b1,4.854775356245118e-18,1.000001732764409,-8.048128722757442,8.924597461131038,5.392752027815077e-18,1.000001732764409,-3.817803422610015,4.107170740569948,-9.21917482857327e-17,1.000001732764409,8.229609881312804e-18,1.000001732764409,-6.447626035983721,0.9801699446881186,-1.1800282150581532e-16,1.000001732764409,-5.752741564374338,4.786029942887739,5.957868001706412e-17,1.000001732764409,-5.288827586244113,5.344826133748967,7.785583896706962e-17,1.000001732764409,-3.3872414854831017,6.460008978583407
chunk1,001473e2-0a76-43ba-b0b8-5b3ec0bdc23a,-7.524338029329763e-18,1.0000008790895796,-7.879138230647806,14.194852538135311,1.8883586396109932e-17,1.0000008790895796,-3.640646922623926,4.477296385704997,-4.060868980632317e-17,1.0000008790895796,4.686676152836556e-18,1.0000008790895796,-6.355633253247504,4.242090801913376,-1.0695048720903313e-16,1.0000008790895796,-4.614487146875999,4.110903643903762,-1.5580855846089336e-17,1.0000008790895796,-4.520310656874009,5.401981503505169,3.033808167145485e-17,1.0000008790895796,-5.023518010630793,5.0905422307728285
chunk1,0014f294-12dd-4d4f-a8f7-9f67b3cadc29,-1.0593053017257749e-17,1.0000004862161371,-36.600138732888425,11.844036441474952,3.934632194133011e-17,1.0000004862161371,-4.784304074403694,6.032127675592292,-9.68072696337285e-18,1.0000004862161371,-1.05301822592963e-17,1.0000004862161371,-15.383469050310651,2.255632613436773,-1.1844289062281922e-16,1.0000004862161371,-6.829718497639694,5.122901083433829,2.613050400466445e-17,1.0000004862161371,-6.1275928721614425,7.675091867662891,-5.6000571489034995e-18,1.0000004862161371,-8.478402048528013,9.70468545768822
chunk1,00160c21-ba08-4050-abb3-417e1cc4d9c9,-1.2368712238042728e-17,1.0000014220776128,-10.96759719998611,15.12262272277505,2.6449926061397614e-17,1.0000014220776126,-2.3481596448782835,2.942980325998748,-5.1297714985146817e-17,1.0000014220776128,1.7462064307576467e-17,1.0000014220776128,-1.4260316125315071,3.0739769378137973,-4.02133332983243e-17,1.0000014220776128,-4.095742121389189,6.019225712291134,1.143331668190556e-16,1.0000014220776128,-6.419355993101157,7.950502775161833,-6.327334052846622e-17,1.0000014220776128,-4.739737202026809,2.181469232972708
chunk1,00167ab4-46f3-4ecc-8ee1-7923b3ba7ae2,4.355230737599307e-18,1.0000095587216167,-5.39934185109462,9.804817479749486,-9.353558411598511e-17,1.0000095587216167,-5.151987323647128,5.661485006959407,9.676168095865126e-18,1.0000095587216167,1.1263747331598207e-17,1.0000095587216167,-4.313782221529289,1.352773687411862,-1.9068513954700297e-16,1.0000095587216167,-4.541705247702012,3.454523325343257,1.8950049078658231e-16,1.0000095587216167,-4.466562488266082,3.8692679627173465,2.0587591693330056e-19,1.0000095587216167,-2.986734293966218,3.5245537945947643
chunk1,0017aeba-744f-41be-9378-c5148d8fab87,-3.1269044486466257e-18,1.0000014079539543,-11.903480139173126,12.92899930477773,-3.9028469443015875e-18,1.0000014079539543,-2.785624764111225,2.492879480347272,-8.553384589977628e-17,1.0000014079539543,-4.8384172555413285e-17,1.0000014079539543,-3.320370807669686,1.1907645996663845,-8.543147002583429e-17,1.0000014079539543,-5.530851187608111,3.424223798497815,3.1484816368504877e-17,1.0000014079539543,-5.455967649257819,5.342390379003272,2.839005397780931e-17,1.0000014079539543,-2.141394386611463,3.599171079975743
chunk1,0017edb5-e009-4966-a76c-35da588d25ce,1.1146839525374747e-18,1.000004936211803,-6.850894728625789,10.25176562140391,3.263437300376307e-17,1.000004936211803,-2.35577000456536,3.1195182097113623,-5.1655791542909185e-17,1.000004936211803,-3.073724558355825e-17,1.000004936211803,-3.6977457038736654,1.1843339224468248,-7.734174869897184e-17,1.000004936211803,-3.979317604332673,3.0433267775798902,7.452215728510493e-17,1.000004936211803,-4.404095944579518,5.069483347235515,3.268095517483764e-17,1.000004936211803,-2.467921274558915,3.239208882229073
chunk1,00180489-8640-482c-bfe7-d6d68d9484a0,1.106389565068658e-17,1.0000085468259228,-4.764327100941561,6.537361134236424,1.5045379883129193e-17,1.0000085468259228,-3.6135907906798383,4.583639944985324,2.9476836911541904e-18,1.0000085468259228,-1.369873488248988e-16,1.0000085468259228,-9.019487358043357,2.162192736364524,-3.8537655056345176e-17,1.0000085468259228,-3.489602645304298,2.971901999016788,-5.300156364833022e-16,1.0000085468259228,-8.701619863198914,4.098362998045167,-3.636662647583309e-17,1.0000085468259228,-5.155769675524483,2.249153248094035
chunk1,00180e52-e3ca-4625-9823-9ce45f14313b,-1.2483000866425424e-16,1.0000587250785955,-8.685689363900664,5.646426732092921,2.0991885726911356e-17,1.0000587250785953,-2.684286536047584,2.9069923800525457,-7.243504419618387e-17,1.0000587250785955,-1.0179108811801053e-16,1.0000587250785955,-3.657100783895841,0.883713298008684,-9.133426056957395e-17,1.0000587250785955,-3.4995228129062665,2.698591233699669,-7.358894598924702e-17,1.0000587250785955,-3.706284879379053,3.3774357170773395,-3.963685255267734e-18,1.0000587250785955,-1.4594904494777647,3.740361661176892
chunk1,0019b73f-fac4-4965-a630-61e6f4cd095f,5.081040908970702e-19,1.0000280784511983,-3.4868932593066035,3.6293961295833848,-2.927053627928521e-17,1.0000280784511981,-3.127806601396269,3.889584183664223,-3.380918386423082e-17,1.0000280784511981,8.728168432587708e-18,1.0000280784511981,-3.1537323143368865,0.8857688662010642,-1.657977937830268e-16,1.0000280784511981,-3.8471700892874825,2.6857572309325297,9.520561438146208e-17,1.0000280784511981,-2.2986774634471607,2.5326057757847065,7.968817778952578e-17,1.0000280784511981,-3.1992324949078816,4.777301064494148
chunk1,001b0458-dd3c-43d0-ae0f-0c3daa8e965b,8.732785130085422e-18,1.0000029760089042,-9.485351862101725,10.44073193015559,-8.154442441680336e-18,1.0000029760089042,-5.049357445609191,5.661944681718805,-4.681959922401147e-18,1.0000029760089042,-1.0487451457386542e-17,1.0000029760089042,-2.913564030207834,4.745363984283867,-1.9080908177251642e-16,1.0000029760089042,-4.661292909329761,3.846787929518405,4.091779553932211e-17,1.0000029760089042,-5.527726086224693,9.172444439485687,-2.0831012893517256e-18,1.0000029760089042,-4.05792730507928,3.7538588885568296
chunk1,001b8d65-fe24-4afa-a037-693b7bfca238,-4.4327236748042614e-17,1.0000040988898158,-8.661259072720712,12.075220830280363,-2.8996428714786197e-18,1.0000040988898158,-2.8644969960957734,3.168149154081773,-7.951983221680625e-17,1.0000040988898158,-9.18982364576814e-17,1.0000040988898158,-5.3658073824863015,1.165199315267693,-1.6905053411552938e-16,1.0000040988898158,-4.894275789793503,4.023406233731071,3.316136134118332e-17,1.0000040988898158,-5.586852579588531,8.161859356846541,9.3976690729558e-17,1.0000040988898158,-3.458490903550827,6.828242834690814
chunk1,001c0fad-dbf6-42c8-b20e-55e9c5aef161,-2.2271240339686662e-17,1.0000058116389694,-7.421000831113042,10.254490435737305,2.601510568541077e-18,1.0000058116389694,-4.6871782449116965,5.113317146539346,-1.2496541838170531e-17,1.0000058116389694,-5.68286821293136e-17,1.0000058116389694,-5.098258710748503,7.661141104196004,-1.6520866411667603e-16,1.0000058116389694,-3.910937917318428,3.844654421594855,-4.2722326583675314e-17,1.0000058116389694,-5.148198797954478,6.207516693371865,-5.135821899553991e-17,1.0000058116389694,-5.349150303264429,4.736435737805972
chunk1,001c25c3-6a44-494e-8b18-89b10f08f3f3,6.601378878059687e-17,1.0000109949917815,-7.628884993547984,6.629361848923006,-3.8790424923628097e-17,1.0000109949917815,-3.232333241576127,2.790971882203603,-1.0455031451660728e-17,1.0000109949917815,-2.9669584876131425e-17,1.0000109949917815,-2.230925358545436,1.3305721777521344,-6.752985989127551e-17,1.0000109949917815,-3.062879236734903,2.6426952383205533,-1.7557372957596839e-16,1.0000109949917815,-9.98520408300826,4.582874338543368,-1.2007722637476542e-17,1.0000109949917815,-3.6403555804157657,3.5178576971804056
chunk1,001c7ce7-4bf3-4b14-8386-6ad4c9a652ec,8.86566354842922e-18,1.0000001409961845,-15.240618965195711,13.837020255602134,-5.991836062116372e-18,1.0000001409961845,-3.6448369591534,3.9352614612709136,-4.341927296659608e-17,1.0000001409961845,-6.201807296729781e-20,1.0000001409961845,-6.319157480318228,1.5508720282244792,-1.0661742847277228e-16,1.0000001409961845,-5.003191617277665,3.5141759879069294,3.2849235883780087e-16,1.0000001409961845,-6.909297953577988,10.193734122087438,5.37144049128216e-17,1.0000001409961845,-3.676013443179894,5.520697474212399
chunk1,001d2a21-16b0-45fe-8129-226188fb0a75,-2.718623361185123e-18,1.0000012594164998,-11.612798802937764,7.222281756471572,2.1294509525728687e-17,1.0000012594164998,-3.3746221046666043,5.832069244663375,-1.1333743362626529e-17,1.0000012594164998,-2.127488186432447e-17,1.0000012594164998,-11.335947808369315,10.151444320634177,-1.803767401626637e-16,1.0000012594164998,-5.338844527327253,4.821019509798396,-5.03208112697699e-17,1.0000012594164998,-7.490211145959676,6.827178508561672,1.732442612385311e-17,1.0000012594164998,-5.339463963107576,6.061222200377539
chunk1,001d3f15-5233-4c8d-8955-08cee3a6ca47,1.2365837803704397e-17,1.0000013202740625,-10.027299900031176,7.515171666849752,6.33599012083615e-17,1.0000013202740625,-4.307701684117487,5.78644079334631,2.0398453536467303e-17,1.0000013202740625,-2.4269949942973046e-17,1.0000013202740625,-3.935701903941705,1.4629310915553322,-1.3623789221767892e-16,1.0000013202740625,-5.393734115989853,3.647532241248281,1.8345441672405355e-17,1.0000013202740625,-6.767731954148212,6.1456620301010165,-8.379874199863168e-17,1.0000013202740625,-5.170942314684004,3.6728963465963
chunk1,001db36f-ccf0-463f-817f-fa508a47eaeb,-1.3376815211783487e-17,1.0000046942957264,-7.039902925622204,18.1635231188442,-2.4603813041379464e-17,1.0000046942957266,-3.3917923702663835,3.249793404224289,7.624620502843767e-17,1.0000046942957266,2.904181786998983e-17,1.0000046942957266,-2.729472387688473,1.0743501131668791,-1.038903810160805e-16,1.0000046942957266,-4.557719695153451,3.565460929673057,-1.3885605325567865e-17,1.0000046942957266,-3.943000402523541,4.827322630231006,5.905261706551472e-17,1.0000046942957266,-3.8007517746542416,4.798879145043203
chunk1,001e7e33-91d4-4c84-8dfe-702c6434c846,2.5039241418414544e-18,1.0000119205850626,-7.691084992133164,8.255731855883331,2.3851134706819318e-17,1.0000119205850626,-1.94225647735899,2.257874836139672,1.2967104509661892e-17,1.0000119205850626,3.581293087808464e-17,1.0000119205850626,-1.730652381969818,3.3734146494508725,-5.1834670646672437e-17,1.0000119205850626,-3.688597480265754,2.498375599200516,-1.8750580352240008e-16,1.0000119205850626,-6.4679628003114775,3.439695896349088,-1.6671211635717126e-17,1.0000119205850626,-2.567758173159024,1.2218223476771992
chunk1,001e8806-ddc6-4b1f-bdf9-dbc97387cad8,-2.0575576506305482e-18,1.0000068400154585,-6.523712592011193,3.320613725669343,1.4907791143818655e-16,1.0000068400154585,-4.525910523523861,6.456808684359581,-4.988770454650718e-17,1.0000068400154585,3.302723651641403e-17,1.0000068400154585,-12.366335121775748,1.2680007017481716,-1.7445841093384744e-16,1.0000068400154585,-5.165771471946472,4.824349160875982,-5.476087739519103e-17,1.0000068400154587,-6.995931057430757,3.294212355975771,1.1596438963369248e-16,1.0000068400154585,-6.525858375043018,5.5510715053598885
chunk1,001eb9a5-f9ee-4fb4-89ca-3d65b053d9fd,2.4146854603220865e-18,1.000001858306024,-9.497648236267263,13.644933737161292,3.961356073576794e-17,1.000001858306024,-3.3593755060693145,4.066254758497083,-1.3128654286583542e-16,1.000001858306024,4.372408614930965e-17,1.000001858306024,-7.230031539433698,1.380918646886225,-1.927416314433924e-16,1.000001858306024,-4.493691809339725,4.085317367494974,-3.657483051757596e-17,1.000001858306024,-10.11778019277669,6.186201809002566,8.188321874185962e-17,1.000001858306024,-4.939746649187786,7.352492844539823
