cutDirDeviation_mean,scaledRankScore
0.003923101,7
0.0029150932,6
0.002792412,6
0.0020323745,2
0.0035670525,5
0.0026598326,5
0.000681223,5
0.0017919183,4
0.00574097,9
0.002719292,5
0.0027191131,7
0.0015856918,4
0.0032466366,6
0.0011629682,5
0.0048173903,8
0.0040109246,7
0.0017077212,3
0.0017577481,3
0.0030223853,8
0.0020137574,4
0.0023906487,5
0.0027406788,3
0.004336625,8
0.0023407224,5
0.0050068307,8
0.0017418243,6
0.0034188642,6
0.0037716157,4
0.0027979552,5
0.005487041,9
0.0009279229,3
0.0031699887,5
0.0016670503,6
0.00062854553,4
0.0032833922,6
0.004108911,6
0.00070469046,4
0.0015666016,2
-0.00013745425,3
0.002772789,5
0.0020932849,7
0.00321022,6
0.0035350355,6
0.003793973,6
0.0037668492,5
0.005519043,8
0.0018732414,4
0.0029531973,5
0.0036384813,7
0.002762414,4
0.0029213964,2
0.0015670542,3
0.0032297163,8
0.0016401872,5
0.0034431587,6
0.002551708,4
0.0050477474,6
0.0029612347,3
0.0041519436,8
0.0003169045,4
0.0019153334,5
0.0022487468,5
0.006010642,7
0.0020145006,5
0.003785008,7
0.0026544067,4
0.003746999,7
0.0018726882,3
0.0013563015,3
0.004203088,7
0.003021277,4
0.0011741553,3
0.0054461244,9
0.004415083,8
0.0033091432,6
0.00088728,5
0.003310341,7
0.005093641,8
0.0050641275,8
0.0012974531,1
0.001469839,3
0.0025214567,3
0.0017485373,5
-2.940779e-05,2
0.001240769,5
0.0031594294,5
0.00056040066,5
0.0024715974,5
0.0030391677,4
0.0046108733,7
0.0017797403,3
0.0026781238,6
0.0019401886,6
0.003603741,6
0.0038770395,7
0.0044709216,7
0.004717739,8
0.004680568,9
0.0048103086,8
0.0025577485,3
0.0059222127,8
0.0027100495,5
0.0027458011,6
0.0037129554,7
0.0049825194,8
0.0022473126,3
0.0025140527,5
0.0018805374,6
0.004586424,7
0.003933688,7
0.0028155348,4
0.004392005,5
0.002274252,5
0.001335926,5
0.0029321737,6
0.0032623871,6
0.0020168307,5
0.0036465465,6
0.0051960642,7
0.0018395536,5
0.0031924858,7
0.004000259,8
0.0018043272,6
0.0014977508,6
0.0018874385,3
0.0031760945,5
0.0053779143,9
0.0025036312,5
0.0032141055,7
0.0028891596,8
0.005889579,9
0.0020616162,3
0.002740718,5
0.005292244,9
0.0037561073,4
0.0019425504,4
0.0016735249,3
0.0055987607,7
0.0048524174,6
0.0042084916,5
0.0052157673,8
0.0023368238,5
0.0043403315,7
0.0047723367,8
0.0017956343,2
0.003065228,6
0.0036975252,8
0.0030235215,4
0.0053941584,8
0.0018414367,3
0.0030310876,4
0.004221439,4
0.00239836,2
0.0038406136,7
0.0025601736,4
0.0032085679,5
0.003824675,5
0.002566611,6
0.0022431756,5
0.00231819,3
0.0021369527,3
0.0027424335,4
0.0030089873,4
0.0011868641,2
0.0027714367,6
0.0028147358,5
0.0038495823,6
0.0014109832,4
0.0005085148,3
0.0011349391,6
0.0034653093,7
0.0013432965,4
0.0027218736,5
0.002641737,6
0.0043590157,8
0.003455754,7
0.0021126713,5
0.004576815,9
0.0045491136,7
0.0028453707,5
0.0014611405,4
0.0032690628,5
0.0036598905,6
0.0019472592,3
0.0019164287,5
0.005895668,8
0.002492122,5
0.0039199307,8
0.00265062,5
0.003184985,6
0.0045873276,6
0.0038259341,9
0.0047494075,7
0.0022950447,6
0.0010952257,2
0.0006825045,4
0.003105774,7
0.0019303762,5
0.0016695872,5
0.003403706,7
0.0040051374,7
0.004457151,8
0.0026130988,5
0.0044290903,6
0.002317132,6
0.0055809575,6
0.0030059437,5
0.00225703,4
0.0013554186,4
0.0023739743,6
0.0026616468,4
0.0035607698,7
0.005747044,8
0.005952978,8
0.0011435967,2
0.0020031515,3
0.0012769845,5
0.00240658,6
0.0011972875,6
0.0010605786,5
0.006214866,8
0.0012727674,3
0.0037952173,6
0.0055494397,6
0.0037603467,8
0.0056762896,5
0.0017525513,4
0.0022165026,4
0.0026155612,5
0.0023507285,5
0.0024040802,4
0.0018535961,6
0.002468457,3
0.0026317644,6
0.0023929006,5
0.004045974,6
0.0048463712,7
0.0045546885,6
0.0018852275,6
0.0029324866,8
0.001013219,5
0.0062502897,5
0.0018098444,4
0.0028868983,5
0.0026728227,5
0.007575325,9
0.002507133,4
0.0023422497,7
0.00404573,7
0.003140585,6
0.003039313,6
0.0025754026,8
0.0009030454,3
0.0034753117,4
0.0051979027,9
0.0040616016,5
0.0038063652,4
0.0011816655,5
0.004542136,7
0.0045381594,6
0.0031823586,6
0.0029302682,8
0.006580084,10
0.0025866884,5
0.00092729146,3
0.003082178,7
0.0035756896,6
0.0028830743,7
0.003995951,7
0.0017912273,3
0.0036540604,7
0.0040918007,8
0.0019061916,5
0.0028090882,5
-0.00033165363,3
0.001389138,3
9.273761e-06,3
0.0022233943,5
0.0016622,3
0.0040037124,8
0.0044299844,6
0.0025747954,4
0.0023902594,6
0.0050172987,8
0.0023180745,5
0.0033125072,5
0.0042446046,7
0.0008829568,3
0.0025280039,4
0.0051811035,9
0.0032121125,4
0.0019541676,5
0.006913218,9
0.0026753577,4
0.004728615,6
0.0042074057,8
0.0030518915,6
0.0020698323,5
0.00019324536,3
0.0033285688,4
0.0046441345,5
0.005023965,9
0.005041651,7
0.0034993584,7
0.0018258911,6
0.003892086,6
0.0030875276,6
0.0029124129,6
0.0011908241,3
0.005270354,7
0.0018121094,3
0.0047804373,7
0.0038008946,7
0.0041817906,8
0.00063927437,3
0.0024305875,4
0.0025247145,5
0.003450451,7
0.0029908544,5
0.0026628817,6
0.0044693886,6
0.0029158718,3
0.00215752,4
0.002241205,6
0.0044554765,8
0.006251804,6
0.0048492975,7
0.0023227273,6
0.0023447215,6
0.0034815553,7
0.002310704,5
0.0034152917,7
0.004955837,9
4.3281936e-05,3
0.0016285923,4
0.0045408676,8
0.0045931353,7
0.0037323772,8
0.0004976258,3
0.0011331547,2
0.000510506,3
0.0018451639,5
0.0054807304,7
0.0035505067,5
0.0024179365,2
0.0012267117,3
0.0039314213,5
0.00087279046,4
0.0034748404,6
0.004692619,7
0.0018502303,5
0.004210479,4
0.004819782,7
0.004686208,7
0.0041230596,7
0.004518978,9
0.004277065,5
0.0012187954,2
0.00017482939,3
0.0024228054,7
0.0020152885,3
0.0013662014,4
0.0028730272,4
0.0018765699,6
0.0032750252,4
0.0018497087,3
0.0041055433,7
0.005244305,7
0.0005136073,5
0.0021539996,6
0.0027956455,5
0.0036787721,5
0.0036818734,7
0.0028172317,7
0.003912959,6
0.0010864508,3
0.004712691,9
0.00032188708,2
0.0017266475,3
0.0016379539,5
0.006365878,7
0.0037937607,6
0.0037459652,7
0.0037894933,6
0.0037486698,4
0.000731995,4
0.004118563,6
0.0016533543,1
0.0051866225,8
0.003534499,6
0.0012010724,2
0.0013898347,3
0.0048784143,7
0.004361225,7
0.0012254115,2
0.0034940518,7
0.002299381,5
0.004328299,7
0.0025460976,6
0.0028101127,4
0.0025868542,5
0.0035714223,6
0.0025432627,3
0.0025836802,5
0.00371669,8
0.0030329092,6
0.001595249,3
0.0045103687,7
0.005271062,7
0.0032220348,4
0.0032890788,5
0.0027716416,4
0.0028426326,5
0.002691993,7
0.003128355,6
0.0018263493,2
0.0031946427,6
0.0019419711,5
0.0027562785,5
0.0029476765,5
0.004089271,7
0.004692772,7
0.0019756793,4
0.0044706627,9
0.002615496,3
0.003531923,7
0.003341557,8
0.002095874,3
0.0038026902,6
0.0043052114,6
0.0030003148,5
0.002909535,7
0.0033366415,3
0.0028290874,6
0.004586104,7
0.00050342793,3
0.0054381876,9
0.0019491591,5
0.0031323615,6
0.0027429103,5
0.004300223,5
0.0022127773,4
0.0013073586,3
0.0015031319,4
0.0018372048,4
0.006105566,8
0.0040245554,6
0.00035093317,4
0.0031765061,6
0.003421336,8
0.002252705,6
0.0016735677,5
0.001150943,2
0.0026198416,6
0.002708144,4
0.0028242744,4
0.0035966723,7
0.0046223435,6
0.0032228432,8
0.0017921511,2
0.005559051,7
0.0044832597,7
0.0015139427,4
0.003331426,6
0.0014706325,5
0.005026381,6
0.0054772845,8
0.00422503,6
0.0023849062,5
0.004524454,10
0.004504341,7
0.0048068776,8
0.0019130294,3
0.004047233,7
0.003204537,4
0.00028169493,2
0.003017237,6
0.0036272309,5
0.003937056,6
0.0018573717,3
0.004226373,6
0.0033600642,7
0.0040006055,7
0.00092945585,3
0.0028944868,3
0.0040040235,7
0.0014398188,4
0.0046296134,6
0.0025737877,5
0.001835588,4
0.0031960472,6
0.0013904065,4
0.0026808935,6
0.0014729012,2
0.0023351382,7
0.002198934,5
0.004917111,6
0.006407156,9
0.0021263207,4
0.006404863,8
0.0016993728,6
0.0016351879,3
0.0047063264,6
0.0018108241,6
0.00445489,7
0.005602866,8
0.006038222,8
0.0038174852,8
0.0054870932,8
0.0046821306,7
0.0014689394,3
0.0054398696,8
0.0046952176,9
0.0010844782,4
0.0054670624,9
0.0022405083,5
0.0026227063,5
0.0034565064,5
0.0034219525,7
0.0023215427,3
0.0018570289,4
0.0046588997,8
0.0028079613,5
0.0026991288,5
0.0005638242,2
0.00211106,7
0.0020966358,3
0.0036973073,6
0.002483727,5
0.0019487437,5
0.0051956973,8
0.003928849,5
0.0044491864,5
0.0014403384,3
0.0029392927,5
0.0022623236,4
0.0021738145,4
0.004029739,4
0.00532332,9
0.005383804,6
0.0025808602,5
0.004315845,7
0.0014847402,3
0.0034826505,5
0.0025441307,6
0.0040501948,9
0.004311399,7
0.0044130976,5
0.007940184,9
0.004957722,7
0.0026509757,6
0.0012051404,5
0.0038538869,7
0.0015247386,4
0.006740469,7
0.004306426,6
0.0025541163,4
0.0042271144,8
0.003857383,6
0.0072906553,7
0.0036658845,8
0.0034101992,6
0.0030012126,7
0.004906665,6
0.0033079064,6
0.0011139676,5
0.0018301323,4
0.0069607864,8
0.004152925,9
0.005227286,8
0.003911869,7
0.0042814813,5
0.0021163556,4
0.005126459,9
0.0037576105,7
0.0020968053,5
0.0037544533,6
0.0022828798,3
0.0033286917,6
0.0025482378,3
0.00484555,7
0.00027082826,3
0.0041694394,7
0.0022370717,6
0.0046245786,8
0.0034109852,6
0.002058351,5
0.0041344124,4
0.0040050554,9
-0.0006315488,2
0.005728209,7
0.0038019079,7
0.002827616,6
0.0024680584,8
0.0047010514,9
0.0021888944,7
0.0030375398,7
0.0012109574,4
0.0028913445,4
0.0025976184,5
0.0026018037,7
0.0015615799,3
0.0026562898,7
0.0041484977,6
0.0063583176,7
0.0031412053,4
0.002925211,6
0.0041454486,5
0.0047304328,5
0.0043126005,9
0.0051594577,10
0.003819724,8
0.0027478705,7
0.0024158373,3
0.003669269,6
0.0030141133,4
0.0024451888,4
0.004774451,6
0.0021084468,2
0.0044512707,5
0.0032995003,6
0.0023714076,4
0.0030344161,5
0.0025394238,3
0.002393696,5
0.0024337335,4
0.0030819918,8
0.0018079706,3
0.0028403825,6
0.0058845575,9
0.0074623483,9
0.004314208,6
0.00058074633,3
0.0039227786,7
0.001796329,6
0.003093041,4
0.0019572075,3
0.0024222392,7
0.002009071,6
0.0038183662,8
0.0017646697,5
0.0024317275,7
0.0041038017,6
0.0031850166,6
0.0028107776,6
0.001098761,2
0.0032927054,6
0.001462815,4
0.0030136178,6
0.0031252555,4
0.0015848313,4
0.0015609522,6
0.005340613,8
0.0046493034,8
0.0040205675,6
0.002043988,5
0.0038226466,7
0.0019075159,4
0.0029429044,4
0.003551518,5
0.0025295871,4
0.0034602112,5
0.0025362368,4
0.005821183,7
0.0017387342,6
0.0033888347,4
0.0022101323,6
0.0034761685,7
0.0017001048,4
0.0027626636,6
0.0041009444,8
0.006460301,8
0.0018831507,6
0.0022960543,4
0.0034024282,7
0.002113962,2
0.004418615,6
0.0034971586,6
0.0015180312,4
0.002519786,3
0.0019980776,6
0.0027185394,5
0.0032929848,5
5.8855512e-05,5
0.0053625046,8
0.0009558309,4
0.003577435,6
0.0011269372,4
0.0026485804,5
0.0036206185,7
1.9646832e-05,3
0.005580816,7
0.0036804504,6
0.0029820292,4
0.0063280403,9
0.002348376,4
0.0053830943,5
0.0021562628,5
0.0042140908,7
0.0025457419,5
0.0063725407,9
0.002059206,3
0.0034020985,8
0.0021072342,4
0.005352746,8
0.0032382119,7
0.0028504743,5
0.0005104296,4
0.0034439354,4
0.002104526,4
0.0019625365,6
0.0058838963,8
0.0038237493,5
0.0035693343,5
0.00160519,3
0.0042651123,6
0.0020377538,3
0.0037224959,7
0.0015117672,4
0.0068112346,9
0.0038130353,7
0.004663944,7
0.0017451249,3
0.0026846486,7
0.0046818308,8
0.0018635109,6
0.004254499,7
0.0021184883,4
0.0020628213,3
0.0036943085,6
0.00467791,6
0.0029774099,4
0.004565434,6
0.0030006631,3
0.0044312864,6
0.0028572842,7
0.004295397,8
0.005722673,6
0.0018625517,6
0.0054465006,6
0.0032616365,7
0.0025511975,5
0.005292767,6
0.0015931424,4
0.0037527974,7
0.00079456123,4
0.0034196205,6
0.002888761,4
0.003483051,4
0.0026900074,5
0.0030569802,7
0.0030133086,5
0.0036525833,7
0.0023444775,5
0.0011474058,3
0.0039654127,8
0.0029568127,7
0.0017405447,5
0.004068825,5
0.003791097,6
0.0052770055,6
0.0032739802,5
0.0059777326,8
0.0038736942,4
0.002142239,5
0.0032089106,6
0.0022898964,3
0.004915559,6
0.004379274,6
0.001654347,5
0.0023731547,3
0.0019961293,6
0.0015613731,4
0.002049643,4
0.0008029655,3
0.0017994769,4
0.0045825127,7
0.002983525,7
0.0040893625,7
0.004191495,8
0.003276694,6
0.002781385,4
0.0028509921,6
0.005218779,9
0.002323722,5
0.0038100122,8
0.0024682316,4
0.0032305117,7
0.0025532334,6
0.0023486721,5
0.003409415,5
0.0018067245,3
0.0016243585,5
0.0067020166,7
0.0027315035,3
0.0048913914,10
0.002017287,5
0.004112124,6
0.0023282631,4
0.0031963545,6
0.0021888982,4
0.002406824,3
0.00061799923,2
0.0006761566,5
0.003347335,6
0.00080219994,2
0.0060102358,7
0.00300586,6
0.0027796584,5
0.0029834653,7
0.0026123333,6
0.006073033,8
0.005845006,8
0.004444241,5
0.0036747283,6
0.00383098,6
0.0017459259,3
0.0023919824,4
0.0035184803,8
0.0023861392,4
0.0013322082,5
0.006425097,8
0.005299333,6
0.0024089585,6
0.003701528,7
0.0057204473,7
0.001696888,3
0.001202704,4
0.003929434,7
0.0030084266,7
0.0034832335,8
0.007932372,8
0.0047648842,8
0.0029693502,4
0.002168666,4
0.00436208,8
0.0020097266,4
0.0038747205,5
0.00095568376,4
0.003250671,5
0.0035376507,8
0.0031754537,4
0.0030366345,7
0.0043470464,6
0.0033330335,5
0.003254145,8
0.003586778,5
0.003109302,7
0.0020845826,5
0.0048831548,9
0.0013941057,4
0.0028381082,5
0.0025628745,6
0.0024176477,5
0.002307016,4
0.003532424,7
0.0030377838,5
0.0037187445,5
0.0033275555,3
0.0047165356,8
0.00071498344,2
0.0040946207,9
0.004227917,8
0.0023152377,3
0.0032137628,7
0.0024312749,5
0.0026083007,3
0.0020246538,3
0.00208459,4
0.0023398395,4
0.0037258673,6
0.0028356886,6
0.0004615389,3
0.0038321628,6
0.0021465248,4
0.002350438,3
-0.00016859954,1
0.001779839,5
0.0023619584,5
0.002141328,4
0.0028441488,7
0.004856759,7
0.0046590506,7
0.0022461168,4
0.0020790878,3
0.0026407219,5
0.0028596087,5
0.0023533585,3
0.0024953815,6
0.000108854496,2
0.003819821,7
0.001296058,3
0.0064831167,6
0.0037462073,5
0.0016317494,3
0.0014501807,5
0.0024870406,3
0.005556378,7
0.0024346667,6
0.0031526438,6
0.0015560776,4
0.0022858414,5
0.002714341,5
0.00077936763,4
0.0023948583,3
0.0009028852,5
0.004138551,6
0.001448575,6
0.0053567807,9
0.0009207461,4
0.0025749407,6
0.0026030834,3
0.0033322624,4
0.0038429718,9
0.003990618,6
0.00079070183,4
0.0036648898,6
0.0058782767,7
0.001048695,3
0.004046818,6
0.00037181715,3
0.0028145513,5
0.0009962484,3
-0.0002757575,3
0.004227062,7
0.0030267271,7
0.002106165,6
0.0025306842,5
0.002846235,5
0.0007099543,3
0.0037483997,7
0.0045251152,5
0.0038427426,6
0.002143269,2
0.0033714115,5
0.00241911,5
0.0028613764,7
0.0063246763,8
0.0025507673,3
0.0024584807,3
0.0045803073,7
0.0022917925,4
0.0012682189,3
0.0028732545,6
0.0037524267,7
0.005234675,8
0.0026497073,5
0.0017561015,4
0.0030922326,8
0.0028468515,5
0.0014501825,5
0.003939818,6
0.00093946385,4
0.0060280184,8
0.0033372617,5
0.006185984,8
0.0017160248,4
0.005489155,8
0.0026554796,6
0.004118077,5
0.0009415463,5
0.0024980973,4
0.002107726,3
0.0022360361,6
0.0012871024,3
0.005497865,6
0.0019671074,4
0.0022083907,5
0.0028668041,5
0.004184879,6
0.0032671052,6
0.0029444336,6
0.0024715434,5
0.0012764946,4
0.0004959047,1
0.0018652302,4
0.0035202666,8
0.0033908612,6
0.0068837865,8
0.00253622,5
0.0010187995,3
0.0020829006,5
0.0013032682,5
0.0022480744,2
0.0024615969,3
0.0069097984,10
0.0024954653,5
0.0017201264,5
0.0031495313,7
0.0060525457,8
0.002453932,7
0.00216967,5
0.004263002,7
0.00011110457,3
0.00313344,3
0.0027616802,7
0.0021264027,5
0.004339743,6
0.005717048,7
0.003439994,7
0.0036436948,7
0.00012761506,2
0.003758471,8
0.0025558858,4
0.0027764584,5
0.0039937343,5
0.002491373,3
0.0016253382,4
0.004465775,7
0.004097666,8
0.00037996622,3
0.0044327057,6
0.0012213882,5
0.0038221586,4
0.0031406689,7
0.0035160608,6
0.005316106,8
0.0030873339,4
0.004021702,7
0.003384871,4
0.005016429,8
0.0025244984,4
0.003663735,6
0.0037153582,5
0.0043958216,5
0.0039693075,7
0.0015425194,4
0.0043532136,6
0.0042265407,7
0.003365477,8
0.0006338429,3
0.001859266,4
0.003108745,3
0.0031340602,7
0.0023751701,5
0.003615038,8
0.0015652586,6
0.0021849587,4
0.0069831475,8
0.0013778616,3
0.0017375197,6
0.0033819391,6
0.0034738402,7
0.0023325174,5
0.00239432,4
0.0039699296,7
0.0027910857,6
0.001329403,3
0.004750242,6
0.0016823836,5
0.004115592,5
0.0053389794,7
0.0054399255,7
0.0039416603,6
0.0032242103,5
0.0009791214,4
0.002706354,7
0.0029226835,5
0.001378467,5
0.0047464794,8
0.0051693614,5
0.0013616137,5
0.007509339,8
0.0007557083,3
0.0025743372,6
0.0025784685,5
0.002752978,7
0.005192896,8
0.0036766264,7
0.00221819,6
0.0024093105,5
0.0025114263,6
0.004696216,6
0.0029362808,5
0.001242559,3
0.003972012,7
0.0032429579,7
0.0022285427,5
0.0022019423,4
0.0019416433,4
0.0046463977,8
0.0041369847,6
0.0030970178,6
0.0028433348,6
0.003207968,5
0.004951432,9
0.001686826,5
0.0013986692,4
0.0018677838,3
0.0012871024,2
0.005704216,8
0.0015621666,3
0.0028640437,5
0.0038956455,7
0.006557505,9
0.0038954797,6
0.0036926563,4
0.0046054344,7
0.0017030161,4
0.0015969943,4
0.0020167897,5
0.0026659197,7
0.0023128777,6
0.0040801107,8
0.0049707904,8
-0.00026344915,1
0.0025304197,7
0.0024014576,6
0.002752583,6
0.001641139,5
0.0043217647,8
0.0052938606,6
0.0025964412,6
0.001669265,5
0.0031887027,6
0.0023335773,3
0.0031021475,5
0.0019550952,3
0.00085649046,4
0.0029931362,4
0.0022628787,5
0.0034740618,7
0.0042921915,6
0.005219418,9
0.0019702404,4
0.004184264,8
0.007055055,8
0.0022460888,2
0.00243416,4
0.0023805457,6
0.0021960805,4
0.004361795,8
0.003344338,5
0.0027763913,4
0.0040306053,7
0.0028791795,5
0.0038109976,6
0.003734834,4
0.0031289938,6
0.0064285337,6
0.0012803111,5
0.004034206,7
0.0019507125,2
0.0027755885,5
0.0033203322,6
0.0023219115,4
0.002796804,5
0.0036197524,4
0.0029236819,8
0.003392275,7
0.0024580727,5
0.0027839276,8
0.0019429211,5
0.0048061977,7
0.0039985417,6
0.0016906686,4
0.0033546868,5
0.0042593866,7
0.002604959,4
0.0012400724,2
0.0057758163,6
0.0010912508,3
0.0017774828,3
0.0037095654,7
0.0035588066,4
0.004605505,7
0.0022704299,4
0.003937814,8
0.0018417422,3
0.0022530588,6
0.0015855428,5
0.0056616734,10
0.0013898794,5
0.00446571,6
0.0023124008,6
0.0034302748,7
0.0027357223,7
0.0029393504,4
0.0019710674,5
0.002739159,7
0.0047333254,5
0.0019648517,3
0.00067854824,4
0.0008910034,4
0.001583343,2
0.0033750194,5
0.002122316,6
0.0038402746,6
0.0046269926,7
0.0036310083,4
0.0046142987,8
0.0031675487,5
0.0033111772,6
0.003078937,5
0.0042343526,7
0.0020479425,3
0.005258543,7
0.0036809142,7
0.0045584436,7
0.005521202,8
0.0031944509,5
0.00474376,7
0.0020015365,6
0.004329312,6
0.003944335,6
0.003372097,8
0.0013000589,5
0.0033609434,8
0.0047327164,8
0.005858151,8
0.004675628,6
0.004413107,6
0.0033665015,6
0.0025281957,5
0.0059740744,7
0.0037197075,5
0.0032740808,5
0.0035322546,7
0.004210574,6
0.0027488559,5
0.0024967487,4
0.003455724,5
0.0045836545,8
0.0010114365,4
0.0033132336,6
0.004671944,8
0.0018792503,5
0.0030931192,8
0.002536978,7
0.0029476653,5
0.001430839,6
0.0025037522,5
0.0022461186,5
0.0072915624,6
0.0034496463,4
0.005253322,8
0.0023079305,4
0.0058006286,7
0.0035772282,6
0.0033686007,7
0.0030584014,5
0.0042333542,7
0.0044800504,7
0.0040578484,8
0.0013254039,3
0.0014987715,4
0.004107851,5
0.0015130691,4
0.00448985,7
0.005889987,7
0.00341092,7
0.004288498,7
0.0032853573,5
0.0047118138,8
0.0033494304,7
0.0032529044,5
0.0012958009,4
0.0020113601,4
0.0015348323,4
0.004170926,7
0.004281608,7
0.002821989,6
0.00683858,8
0.00015758316,4
0.0015217062,6
0.0029005478,3
0.0016075127,4
0.003025835,6
0.0014878936,3
0.00355784,7
0.0025207265,5
0.003311412,7
0.0019263063,3
0.0036638672,6
0.0029216404,7
0.0025625317,8
0.0023603751,5
0.0022881697,5
0.0025356202,4
0.0026343423,5
0.0016323883,6
0.002586003,5
0.0015672051,5
0.0038006934,6
0.002745626,7
0.004096651,9
0.0039613876,7
0.0016653106,4
0.0041628736,5
0.0043636705,7
0.0028503719,4
0.0018089932,4
0.0047548614,8
0.0058730817,9
0.001954337,3
0.0023258324,5
0.005309004,7
0.004615459,8
0.0059156115,7
0.004915224,7
0.0026444956,7
0.0018722039,4
0.0032409257,6
0.0040271278,6
0.002358561,5
0.0026959232,5
0.0014465802,3
0.0020714602,4
0.003178855,5
0.0016002149,6
0.0014484763,3
0.0041130832,7
0.0033134124,7
0.0038860696,6
0.0026858277,3
0.004062032,9
0.003235103,5
0.0036560702,4
0.0035630814,6
0.0036133914,7
0.0055494006,8
0.0017028112,4
0.00423797,7
0.0034641582,6
0.0016908251,5
0.0013637018,4
0.0026295218,4
0.0016354244,4
0.0010750719,4
0.0054146214,7
0.0032257955,6
0.00464715,7
0.00014108571,3
0.0022572963,5
0.0012016684,4
0.0015426461,6
0.0022390275,5
0.0024310905,4
0.002421006,7
0.0016733255,5
0.0033182348,4
0.002687303,3
0.0019199174,6
0.0063642,9
0.0065379976,8
0.004175601,7
0.0054724417,7
0.0028710398,5
0.0016645637,5
0.0054652835,6
0.0036283839,6
0.0009832956,5
0.0046367343,5
0.004039328,7
0.005293436,8
0.0017463412,4
0.0044134497,8
0.005883833,8
0.004219569,7
0.0041144895,7
0.0028357948,6
0.0055113933,9
0.0037026736,5
0.0026493403,4
0.0034600901,8
0.0031807139,6
0.0038760877,5
0.0027673147,5
0.003328077,7
0.0038871425,6
0.0050958204,8
0.0027481108,6
0.0034896242,6
0.0075821816,9
0.00032199698,3
0.0032705232,5
0.0036118436,8
0.005129484,5
0.0019292195,3
0.0042646485,5
0.0028656996,6
0.0039433795,7
0.002970043,6
