cutDirDeviation_mean,cutDirDeviation_std,cutDistanceToCenter_mean,cutDistanceToCenter_std,saberSpeed_mean,saberSpeed_std,cutAngle_mean,cutAngle_std
0.00015679153,1.026259,-0.004993087,1.0043732,-0.00013902706,0.9876522,0.003781476,0.99463546
0.004390718,1.0390872,-0.00497737,1.0180942,-0.002775797,0.98924065,0.006328769,1.0115528
0.005674563,1.0352156,-0.005199658,1.0173421,-0.0028838443,0.98462313,0.0059136623,1.0106168
0.0039765625,1.034724,-0.00402307,1.0149078,-0.0025147873,0.9841086,0.0043965997,1.0092329
0.0032663266,1.0332814,-0.0033643306,1.013946,-0.001835662,0.9872697,0.005270679,1.0061438
0.001551868,1.0306559,-0.00478595,1.0084156,-0.0005913248,0.9899062,0.0055509773,0.99968565
0.0031914427,1.0369421,-0.004940937,1.0162207,-0.001434405,0.98917985,0.005304542,1.0084844
0.0034095584,1.0302218,-0.004318951,1.0099505,-0.0014931258,0.9849936,0.004607815,1.0026213
0.003013521,1.0333706,-0.0046706446,1.0118511,-0.0017664643,0.9889116,0.00473484,1.0042143
0.0050091646,1.0390751,-0.0037183487,1.0180954,-0.0034705147,0.9883673,0.0058717914,1.0140431
0.004734784,1.0319967,-0.0044310563,1.0131502,-0.0032812727,0.98272175,0.0053387014,1.0073391
5.0803297e-05,1.0293047,-0.0041416944,1.0088294,-0.0005795878,0.98986673,0.0035827262,0.9992009
0.0029054913,1.037097,-0.0039874413,1.0168123,-0.0015120642,0.9884608,0.0044252677,1.0100545
0.002103088,1.0338365,-0.0042560385,1.0130197,-0.0010942529,0.988219,0.0041546277,1.0029632
0.0043911743,1.032555,-0.004679142,1.0123063,-0.0011279263,0.98837507,0.0060628294,1.0060008
0.0016046703,1.0281056,-0.004250864,1.0074914,-0.0016047546,0.98683095,0.0042352444,0.99938035
0.00458019,1.035894,-0.00488521,1.0138001,-0.002427304,0.98759425,0.00526807,1.0073059
0.00086866843,1.028805,-0.005327279,1.0057473,0.0007674562,0.98850894,0.0047760713,0.9966514
0.0009584852,1.0314082,-0.004256042,1.010602,-0.00091217336,0.98922217,0.0045013074,1.0000598
0.0017916128,1.0345681,-0.0038169236,1.0138929,-0.0004842744,0.9905919,0.0050620725,1.0047542
0.0057706493,1.0346247,-0.0051918835,1.0138896,-0.003913524,0.98203677,0.0052041593,1.0085542
0.002583261,1.0324588,-0.0050508925,1.0107622,-0.0012050784,0.9875355,0.004641708,1.0027038
0.0042642946,1.0314481,-0.004359978,1.0108554,-0.003253849,0.98328066,0.0041725715,1.006037
0.0035295333,1.032179,-0.0049404935,1.0127165,-0.0021363099,0.9866947,0.005467181,1.0052104
0.0031531095,1.0290191,-0.003328445,1.0104243,-0.0010461757,0.9851929,0.004799495,1.0010085
0.0029123179,1.0329285,-0.0052593485,1.0110358,-0.00089859375,0.98842335,0.0056713847,1.0029887
0.005876427,1.0382226,-0.004996205,1.0186161,-0.0046981047,0.9831734,0.0059064645,1.0151583
0.004521418,1.0343715,-0.0036799111,1.0130509,-0.0031361536,0.98661804,0.0043746466,1.004943
0.0048721894,1.0350194,-0.0045393878,1.0135273,-0.0019752935,0.9874061,0.0059013944,1.0083709
0.004908304,1.035406,-0.004508401,1.0139269,-0.0025388713,0.98772806,0.004555448,1.0087503
0.0017223746,1.0291815,-0.0037091621,1.0102531,-0.00084143056,0.988528,0.0046265246,1.0002799
0.0005620547,1.0307919,-0.005127734,1.0080389,0.00042636628,0.9905326,0.0045348033,0.99833715
0.0027085408,1.0350766,-0.0034894035,1.0160393,-0.0020088928,0.9899182,0.005406484,1.0080585
0.004802968,1.037076,-0.0048175515,1.0172765,-0.0020185907,0.98809624,0.0050628125,1.012075
0.0031792945,1.030954,-0.0050432817,1.0117193,-0.0019014693,0.98617226,0.0042469734,1.0036855
0.0019741445,1.0278411,-0.0034460188,1.0086409,-0.0006974695,0.98596334,0.0052117486,0.99764603
0.00050848315,1.0278828,-0.005152377,1.0055928,0.00037990866,0.98807335,0.004506481,0.9962937
0.0030485871,1.0323284,-0.004271696,1.0129776,-0.0014377275,0.9866436,0.00448693,1.0036198
0.0019108743,1.0340073,-0.0044221566,1.0132481,-0.0013717675,0.9905179,0.0041717743,1.0033673
0.006579011,1.036934,-0.0038250112,1.0197666,-0.0030923078,0.9853586,0.0046786712,1.0119947
0.0026693004,1.0267181,-0.004707022,1.0075266,-0.0009983435,0.9856342,0.004612149,0.9964493
0.0016918477,1.0227406,-0.00377583,1.0017014,-0.0003005198,0.9841547,0.004770341,0.9924935
0.0026946436,1.0354713,-0.005000765,1.0171382,-0.003338834,0.9850819,0.0053867036,1.0098552
0.0016782597,1.0363568,-0.0033990801,1.0156521,-0.0010200451,0.99287426,0.0036318908,1.007539
0.0032098866,1.0312583,-0.0050956258,1.007124,-0.0014461546,0.9868866,0.0043209647,1.0001844
0.003474928,1.03331,-0.0053854273,1.0140929,-0.0026041141,0.9869892,0.004690215,1.0052031
0.001958975,1.0285044,-0.0057335035,1.0050827,-0.0012918698,0.9873466,0.004673655,0.9970019
0.005594974,1.0351032,-0.0029332326,1.0149364,-0.0036955818,0.98533165,0.005011005,1.0099381
0.0030095237,1.0325856,-0.003846208,1.0112857,-0.0016841764,0.9902052,0.0046857432,1.0035657
0.0024694572,1.032762,-0.0042175488,1.0105488,-0.00077596697,0.98642313,0.00434894,1.0036104
0.0022092438,1.0310043,-0.0044711665,1.0095481,-0.0013177256,0.9844401,0.0041783415,1.0017434
-4.9810624e-06,1.0296499,-0.00517693,1.0094649,0.00027087174,0.99111664,0.004433159,0.9983225
0.0012040582,1.033473,-0.003568916,1.0103565,-0.0010200083,0.99099815,0.004506784,1.0019166
0.0016019564,1.0284584,-0.0037918747,1.0060041,-9.5912415e-05,0.98865116,0.0046918676,0.99801743
0.0032373029,1.0356055,-0.004080488,1.015684,-0.0018244275,0.9899686,0.00476493,1.0081716
0.0022176667,1.0256692,-0.0050677718,1.0039939,-0.0004572288,0.9863873,0.0043235933,0.9938035
0.0039295587,1.0381688,-0.005318722,1.0157864,-0.0030214267,0.9864577,0.0046345717,1.0088567
0.004201721,1.0329169,-0.003199792,1.0114394,-0.0024070146,0.98512936,0.0053881714,1.0042676
0.00061675685,1.0286242,-0.0046865516,1.0084094,0.00011604636,0.9868583,0.0050976216,0.9987922
0.0044452674,1.0326294,-0.004510863,1.011263,-0.0027306622,0.9861603,0.004690502,1.0046055
0.0022356282,1.0301003,-0.004080257,1.010321,-0.00011683225,0.98980904,0.0056088995,0.99953115
0.003292644,1.0334333,-0.0048191384,1.0133921,-0.0021596567,0.98760366,0.004781389,1.0057234
0.002835616,1.0315713,-0.0052450956,1.0107117,-0.000988722,0.9863625,0.005149574,1.0017086
0.004082778,1.0341365,-0.004436089,1.0159272,-0.0020055023,0.9814574,0.0054089846,1.0092009
0.0053607426,1.0380919,-0.0040277266,1.0200343,-0.0037092802,0.98352754,0.0041234666,1.0161868
0.0014825944,1.0343663,-0.003719049,1.0143951,-0.0011368037,0.99246556,0.004869459,1.0053418
0.0006494444,1.0296572,-0.004727362,1.0083699,-0.0005305532,0.9909318,0.0043116016,0.99757093
0.004629062,1.0316025,-0.0047716857,1.0127926,-0.002818831,0.98302066,0.0044399183,1.006213
0.0032878122,1.0321695,-0.004693976,1.0104519,-0.0017495091,0.9867753,0.0059198663,1.0041791
0.0028541046,1.032139,-0.0041642436,1.0116631,-0.0009496251,0.9877914,0.004875608,1.0017469
0.0068915873,1.0366952,-0.00445707,1.0167754,-0.0039546373,0.98453605,0.0048381886,1.0134404
0.0011220031,1.0318512,-0.004275518,1.0120338,-0.00010953068,0.9909204,0.004715976,1.0025047
0.004116384,1.0275245,-0.004429216,1.0056423,-0.0019474357,0.98199975,0.005943318,0.99648905
0.002163976,1.0348,-0.0043168277,1.01492,-0.0020436214,0.9902099,0.004527286,1.0060527
0.0015478578,1.0320921,-0.005101739,1.0105741,-0.00079656317,0.9902996,0.004326348,1.0011398
0.0053323093,1.0319272,-0.0040428997,1.0123593,-0.0031641189,0.98220956,0.0051912805,1.0060165
0.0042538024,1.0349348,-0.0052790926,1.015145,-0.0025446133,0.98666555,0.006380062,1.0082896
0.00023215043,1.0215782,-0.004956352,0.99938816,0.00029056548,0.98518634,0.0040049595,0.9902335
0.0047334055,1.0366092,-0.0037170337,1.0169258,-0.002877618,0.9874077,0.006269475,1.0097752
0.0024719383,1.0344161,-0.0036884197,1.0127599,-0.00084769464,0.99166894,0.0050692903,1.0050153
0.0022582463,1.035398,-0.0038936683,1.0149744,-0.00028378394,0.99351346,0.0046792575,1.0051872
0.0033401563,1.0347263,-0.004020913,1.015204,-0.0029780602,0.9855763,0.004881395,1.0084751
0.004623623,1.0363277,-0.0054360763,1.0156982,-0.0027289072,0.9872054,0.00594781,1.009574
0.0037179287,1.0350932,-0.0038957545,1.0141048,-0.0018218175,0.9876791,0.0054470585,1.0075339
0.0047300733,1.0347369,-0.004091824,1.0137526,-0.0030166085,0.9855056,0.0053763976,1.0080616
0.003920864,1.0313376,-0.004416662,1.0113258,-0.0018789839,0.9858885,0.004769708,1.0038358
0.0016849559,1.0324577,-0.0033434094,1.0128127,0.0005689024,0.9901947,0.0056373677,1.0027345
0.0016172637,1.0330378,-0.0047220797,1.0140917,-0.0007129085,0.99085593,0.005794005,1.0049082
0.0035187504,1.028135,-0.0035905452,1.007237,-0.0012882628,0.9831351,0.0047646584,0.9979236
0.0038146446,1.0353948,-0.003963417,1.0129101,-0.001570175,0.989284,0.0041257343,1.0068047
0.0031575016,1.0311081,-0.0035170303,1.0105075,-0.0019219635,0.9881535,0.004258795,1.0015057
0.0016907972,1.032356,-0.004481344,1.0114332,-0.001738093,0.9901337,0.0046326164,1.0011839
0.0058708037,1.039388,-0.004888127,1.0205872,-0.0043700524,0.9848126,0.0046944963,1.0159351
0.0004383676,1.0330254,-0.0049748668,1.0118291,-4.368245e-05,0.99041915,0.004389145,1.000457
0.0016623732,1.0293794,-0.0035767318,1.0085547,-0.00086042815,0.98841846,0.0052214246,1.000396
0.0032300386,1.032674,-0.0040780404,1.0136338,-0.0029687684,0.9830848,0.005355781,1.0063422
0.0040513775,1.0315095,-0.005238487,1.0120924,-0.0015470629,0.98513687,0.006046596,1.0027685
0.0016361006,1.0340229,-0.0041602203,1.0126877,-0.00020322918,0.991789,0.0046577966,1.0023023
7.528032e-05,1.0312738,-0.004262673,1.0096836,-0.00085341156,0.9893433,0.004195648,0.9993839
0.0012033969,1.0320599,-0.00509028,1.0086682,-0.0013400518,0.98763806,0.0045430185,1.000423
0.0006922387,1.0307528,-0.004960297,1.0111171,-0.00031077553,0.9901232,0.0050129844,1.0014384
0.0021956875,1.0345153,-0.0055272044,1.0120207,-0.000872689,0.99058425,0.0054300604,1.0052898
0.005285909,1.0345316,-0.0042324425,1.0150937,-0.00391612,0.9851417,0.0044639134,1.0097464
0.0034107487,1.0371032,-0.004969305,1.0168099,-0.0026523147,0.9871958,0.004643618,1.0082393
0.0034101657,1.0335206,-0.0037790523,1.0127034,-0.002160393,0.9879441,0.0042087617,1.0062582
0.0026710476,1.0303961,-0.0034374245,1.0097919,-0.0013895306,0.9859129,0.0051328205,1.0018196
0.0040357164,1.0295188,-0.005216191,1.0093768,-0.0021383485,0.98403615,0.005058367,1.0022976
0.00092069956,1.0324299,-0.0048312196,1.0100056,-0.0006209083,0.98966646,0.0046879975,0.9995051
0.002390591,1.0326964,-0.005071594,1.0104578,-0.0012131362,0.9866675,0.0048687,1.0014954
0.0033103558,1.0310717,-0.0037426935,1.0123723,-0.00034053455,0.987885,0.0048031737,1.0028895
0.005173081,1.0378125,-0.0033338987,1.0169412,-0.0030634978,0.9830925,0.0044598454,1.0118897
0.0021844613,1.0362943,-0.0045611956,1.0149914,-0.0014228673,0.99204326,0.004926741,1.0054109
0.0015205775,1.0310459,-0.0048471005,1.0087758,0.00039313297,0.99126244,0.00592543,1.0021403
0.0017130036,1.0290976,-0.004059034,1.0095699,-0.00088870636,0.9871485,0.0053180363,0.99905473
0.004092965,1.035465,-0.0045772255,1.0138458,-0.002621136,0.9849661,0.0054694638,1.0079818
0.0029806378,1.032561,-0.0030673505,1.0109301,-0.0016488439,0.9885953,0.0050370153,1.003247
0.0024597174,1.0280135,-0.0055072107,1.0062786,-0.000606246,0.9875865,0.005170743,0.99718
0.004263574,1.033691,-0.0034129866,1.0133505,-0.002094677,0.98611325,0.004881585,1.00567
0.0036294567,1.0316725,-0.0049292766,1.0099566,-0.0010836829,0.98643434,0.006083198,1.00191
0.002894539,1.0322651,-0.004076051,1.0109354,-0.0018893919,0.9878284,0.0057878173,1.0032065
0.0057537924,1.032753,-0.0034961984,1.0096151,-0.00365595,0.98251414,0.0051336866,1.0035473
0.0015441232,1.0354856,-0.004172551,1.0151266,-0.00071122,0.992727,0.004156505,1.0060037
0.004469804,1.0296751,-0.0032669106,1.0095487,-0.0018706416,0.9835333,0.005956452,1.0029186
0.0033911425,1.0334082,-0.0048571737,1.0117942,-0.0018725331,0.98745936,0.00540424,1.0047946
0.00031282718,1.0256008,-0.0050521516,1.0050681,0.0010188654,0.9885373,0.0048576747,0.9942522
0.0026076022,1.032354,-0.0029496425,1.0115373,-0.00266158,0.9857577,0.0040879464,1.0047147
0.0014489718,1.0281802,-0.0039068,1.005315,-9.618762e-05,0.98779464,0.00551706,0.9969534
0.005580723,1.0354534,-0.003657727,1.0171684,-0.0029123493,0.98425615,0.0047366368,1.0113729
0.00364791,1.0344476,-0.004204946,1.0139669,-0.0017005514,0.98820233,0.0050155884,1.0075867
0.0011110842,1.0265743,-0.0044228607,1.0057238,0.0007006161,0.9864466,0.0060130535,0.9952105
0.003891434,1.0291086,-0.004634159,1.0084591,-0.0015747199,0.9824667,0.0048928917,1.000894
0.0032822504,1.0346211,-0.0048952275,1.0146067,-0.0018293659,0.98767066,0.0049706153,1.0070109
0.006603682,1.0359681,-0.0029513189,1.0140275,-0.0038518596,0.98361874,0.0063660564,1.0116184
0.003350602,1.0332284,-0.0050882087,1.0129027,-0.0019929262,0.9852735,0.0044201394,1.0043381
0.002901915,1.0319858,-0.0044597373,1.0109669,-0.0006738428,0.9907676,0.0050645764,1.0027461
0.0026834062,1.0304602,-0.00539461,1.0082135,-0.0009179271,0.9870238,0.004434295,0.9981818
0.003121329,1.0301834,-0.0036082664,1.0093701,-0.0010009507,0.98890245,0.003908331,1.0016668
0.0024287882,1.0335535,-0.0036544823,1.0142112,-0.0013683267,0.98853445,0.0048617804,1.0070381
0.003264654,1.0319546,-0.004040892,1.0097903,-0.0013315455,0.98805773,0.00471917,1.0016294
0.0013111323,1.0268085,-0.0048093447,1.0059804,0.00024508714,0.9886232,0.00504484,0.99601096
0.0014788822,1.0235482,-0.00502714,1.0024394,-0.00069501315,0.98344827,0.0039001433,0.9912255
0.0037123687,1.0343689,-0.0035727979,1.0132416,-0.0018613968,0.9880897,0.00516109,1.0077205
0.0036014854,1.0349499,-0.0040929937,1.014692,-0.0024473371,0.9858892,0.0038433704,1.0090934
0.0027243472,1.0344006,-0.00432103,1.0132107,-0.001183706,0.98848546,0.004172792,1.0036445
0.0041455696,1.0331882,-0.0044625015,1.0133966,-0.0022035001,0.98797417,0.005289371,1.0064622
0.003521809,1.0331107,-0.0048805126,1.0150651,-0.0015728689,0.9872267,0.005833985,1.00818
0.0026926151,1.0352885,-0.0054004253,1.0140901,-0.0019944364,0.9858758,0.004594787,1.0072162
0.0029195393,1.0288134,-0.0039291107,1.0082016,-0.0001252719,0.9881278,0.004795656,0.9983175
0.0024352982,1.0287102,-0.004188145,1.0075854,-0.0007569517,0.98659647,0.0041571376,0.9987557
0.0033766902,1.0355468,-0.0046550953,1.015289,-0.0020405638,0.98834294,0.005176801,1.0084876
0.0041776816,1.0308692,-0.0038283006,1.0118892,-0.0019652892,0.98695177,0.005391043,1.0038778
0.008344442,1.0385929,-0.0051135295,1.0199277,-0.004766547,0.9824083,0.0058904495,1.0155686
0.0027431077,1.0310515,-0.003830953,1.0104213,-0.0021581824,0.9851626,0.004715996,1.0033907
0.004046354,1.034543,-0.004610459,1.015873,-0.0017791028,0.98953295,0.005016664,1.0088207
0.0026155016,1.0314481,-0.0044904114,1.0116961,-0.00036631076,0.99028695,0.0049902536,1.0034468
0.0046851127,1.032553,-0.0037033358,1.0133626,-0.003147106,0.98640907,0.005452874,1.0062013
0.0018264927,1.0319047,-0.0035841563,1.0113137,-0.0017933511,0.98896563,0.0049167303,1.0018958
0.002387134,1.0324997,-0.0046502077,1.0126034,-0.0012856979,0.98738456,0.0046763136,1.0026271
0.004378076,1.0353621,-0.0052226842,1.016214,-0.0035327005,0.9833932,0.0055373055,1.010569
0.002736214,1.0303521,-0.004423494,1.0092943,-0.0004912179,0.98768294,0.00539615,0.9986825
0.004499042,1.0358245,-0.0034916238,1.0168219,-0.0027697126,0.98706245,0.005032816,1.0117017
0.00022679532,1.0234342,-0.005684106,1.0018156,0.00049493724,0.984817,0.004265069,0.99109745
0.0008963082,1.0284631,-0.0041816854,1.0079733,-0.0010520067,0.98767054,0.0040686885,0.9997507
0.00039627368,1.0300702,-0.0049019367,1.0084497,-0.00014751234,0.9897679,0.0043015224,0.9994375
0.0030809469,1.0295798,-0.0034880512,1.0079757,-0.0008691402,0.98693216,0.00536645,1.0003015
0.0030011418,1.032775,-0.0046936595,1.0122739,-0.001040639,0.9873749,0.0055997027,1.0048447
0.0027951314,1.0329548,-0.004328011,1.0127963,-0.0013362082,0.9895258,0.0051244777,1.0037968
0.0062778792,1.0354428,-0.0039369487,1.0165279,-0.004329314,0.9848863,0.0052832635,1.0116044
0.0028261668,1.0300554,-0.004222764,1.0086644,-0.0015001587,0.98627317,0.0055535575,1.0016308
0.003665974,1.0348258,-0.00435911,1.0123572,-0.0018912872,0.98812366,0.0055335015,1.0052997
0.0024975198,1.0287745,-0.0042130114,1.0089868,-0.00087221776,0.9874396,0.0059837466,1.0010792
0.0015311312,1.0315346,-0.0047288113,1.0112507,-0.000582433,0.98887515,0.004368541,1.0013918
0.0021917908,1.0312754,-0.004300161,1.0125715,-0.0015186324,0.98895967,0.0053049005,1.0027245
0.0020162216,1.0339462,-0.0038378634,1.0131732,-0.0012989525,0.99182045,0.0045722285,1.0062103
0.002078365,1.0333614,-0.00416519,1.0115198,-0.0015916462,0.9902246,0.0043071797,1.0038515
0.003923101,1.029804,-0.0035564066,1.0105827,-0.0017465862,0.98719674,0.00523643,1.0032007
0.0029150932,1.0392908,-0.004717721,1.0181289,-0.0035297617,0.9868827,0.00460587,1.0120592
0.002792412,1.0310394,-0.004208679,1.010487,-0.0014657156,0.98557484,0.0049068145,1.0030046
0.0020323745,1.0303614,-0.0055715614,1.010713,-0.00038312253,0.98966,0.00497725,0.9994327
0.0035670525,1.0340464,-0.004106647,1.0139445,-0.0013594531,0.9879945,0.0056326743,1.0058036
0.0026598326,1.0330998,-0.0040998035,1.0125171,-0.0021783954,0.98814344,0.0055195303,1.0059166
0.000681223,1.0313876,-0.00352726,1.0118643,-0.00038695865,0.9898374,0.0046782447,1.0018637
0.0017919183,1.0339398,-0.004317662,1.0147637,-0.0007383448,0.99043405,0.00485291,1.005631
0.00574097,1.0364517,-0.0034655468,1.0167565,-0.004844752,0.9841541,0.005450045,1.0142583
0.002719292,1.0333142,-0.0052093663,1.0120583,-0.002383637,0.98747694,0.004716076,1.0024672
0.0027191131,1.0302707,-0.0030662478,1.010827,-0.0017301074,0.9850788,0.0047751134,1.000998
0.0015856918,1.0305812,-0.004396266,1.009916,-0.00079488865,0.9890333,0.0045411913,0.9996879
0.0032466366,1.03139,-0.004356532,1.011545,-0.0012329832,0.9871777,0.0048045535,1.0038803
0.0011629682,1.0331647,-0.0040023276,1.011196,-0.0009784993,0.9924994,0.0042570033,1.0031543
0.0048173903,1.0333937,-0.0036783204,1.0125442,-0.0029162143,0.9848044,0.0053944965,1.006238
0.0040109246,1.0352194,-0.0041876235,1.0141356,-0.002622518,0.98772746,0.0049289363,1.0066687
0.0017077212,1.0275127,-0.0045863823,1.0060432,-0.00017857148,0.9874004,0.005369377,0.9976276
0.0017577481,1.0304657,-0.005430578,1.0101757,-0.00012560996,0.9886017,0.004295596,1.0002286
0.0030223853,1.0315455,-0.003416332,1.0105312,-0.001656165,0.98947394,0.004331046,1.003465
0.0020137574,1.0284902,-0.004648848,1.0088388,-0.0006574445,0.9884708,0.004626631,0.9975809
0.0023906487,1.0363492,-0.004677395,1.0157881,-0.0011619861,0.9915378,0.0044488376,1.0074412
0.0027406788,1.0325532,-0.0057952018,1.0131516,-0.0016486171,0.986055,0.0056819115,1.0044649
0.004336625,1.0313406,-0.0035020732,1.0129092,-0.0021550322,0.9827879,0.005222439,1.0069648
0.0023407224,1.0351896,-0.0044636787,1.0152402,-0.0018158756,0.9898212,0.0051064906,1.0073689
0.0050068307,1.0373279,-0.0034870156,1.0202616,-0.0030403968,0.9858274,0.0055489726,1.0132241
0.0017418243,1.0329677,-0.003642688,1.0119426,-0.0017431305,0.9874531,0.004878428,1.0027757
0.0034188642,1.0323426,-0.0046170936,1.0106552,-0.0019210452,0.9864402,0.004905497,1.0025727
0.0037716157,1.0319467,-0.0047298283,1.0120487,-0.0009949744,0.9860018,0.005361352,1.0031823
0.0027979552,1.0311623,-0.0043255785,1.010089,-0.0015423155,0.98823714,0.005553806,1.0017556
0.005487041,1.0343698,-0.0032986873,1.0169611,-0.0033242868,0.98250616,0.0054135877,1.0111501
0.0009279229,1.0276315,-0.0051330947,1.0070698,0.0002427188,0.9869257,0.0043329657,0.9960412
0.0031699887,1.033431,-0.004806584,1.0126629,-0.0015819377,0.98624223,0.005091758,1.0054784
0.0016670503,1.0305103,-0.0034782835,1.0094771,-0.0015063902,0.9884844,0.004624591,1.0009823
0.00062854553,1.0233614,-0.0042193965,1.003123,-1.9734885e-05,0.98626846,0.0045198356,0.9904443
0.0032833922,1.0285987,-0.0037530237,1.0107546,-0.0006748756,0.9860391,0.0050342767,1.0020927
0.004108911,1.0321629,-0.0048170337,1.011371,-0.0025863152,0.982463,0.0050888197,1.0039277
0.00070469046,1.0362284,-0.00312621,1.0157627,-0.00012156057,0.99436915,0.0051818057,1.0093018
0.0015666016,1.0293798,-0.0053148107,1.0077754,-0.0006312967,0.9887353,0.0050705564,0.99892163
-0.00013745425,1.0310919,-0.004824734,1.0086775,-7.789039e-05,0.9910344,0.0041826093,0.9975137
0.002772789,1.0337348,-0.0045075105,1.0128208,-0.0013890426,0.9894999,0.005064642,1.0044147
0.0020932849,1.0282185,-0.003719619,1.0074995,-0.0016805438,0.98585045,0.0040922305,0.9987937
0.00321022,1.0308242,-0.0033456818,1.0106853,-0.0012385674,0.9862853,0.005617326,1.0024971
0.0035350355,1.0329908,-0.004065814,1.0106848,-0.0012802939,0.9878193,0.004762609,1.001926
0.003793973,1.0336535,-0.0038016834,1.0133021,-0.0017165291,0.98805285,0.00572325,1.0077392
0.0037668492,1.0339742,-0.0045935013,1.0141231,-0.0024354614,0.985873,0.0055378736,1.0085924
0.005519043,1.0348946,-0.0043855594,1.0138345,-0.0035426996,0.9857743,0.0050212718,1.0082895
0.0018732414,1.0308827,-0.004522531,1.0098163,-0.00029715773,0.9870273,0.0042177453,0.99876535
0.0029531973,1.0386908,-0.005146703,1.0192233,-0.0018750812,0.99065053,0.00452709,1.011406
0.0036384813,1.0303786,-0.0036553354,1.0110811,-0.0018131739,0.98704374,0.0047706664,1.0044109
0.002762414,1.0317576,-0.0055089095,1.0108933,-0.0018823688,0.98504674,0.0047667413,1.0030143
0.0029213964,1.0323042,-0.005845724,1.0108055,-0.0007561335,0.9842652,0.005857269,1.0048414
